text,label
What’s the forecast?,help_condition
Show me nearby restaurants!,help_location
ARE YOU HUMAN?,casual_botinfo
I think I’m having a heart attack!,help_emergency
Locate a petrol station!,help_location
How’s the weather outside?!,help_condition
Can you tell me What’s tomorrow’s weather??,help_condition
Show me the closest hotel!,help_location
Is it windy today?!,help_condition
explain photosynthesis,info_general
Tell me about yourself!,casual_botinfo
What is nanotechnology?,info_general
what’s up?,casual_smalltalk
howdy!,casual_smalltalk
Can you tell me I’ve been robbed!?,help_emergency
who is the president of france?,info_general
what time is it in new york?,help_condition
Can you tell me When did the internet start??,info_general
Where’s the bus stop?,help_location
where’s the nearest bank?,help_location
"Hey, Where can I get food nearby?",help_location
LOCATE A PARK NEARBY,help_location
"Hey, Sup?",casual_smalltalk
Can you tell me When is sunrise??,help_condition
Can you tell me Call an ambulance!?,help_emergency
"Hey, Find me a pharmacy",help_location
WHERE CAN I FIND A DOCTOR?,help_location
Can you tell me Good afternoon?,casual_smalltalk
"Hey, When were you made?",casual_botinfo
Hello!!,casual_smalltalk
"Hey, Is it snowing?",help_condition
Tell me about gravity!,info_general
Can you tell me Hey buddy?,casual_smalltalk
WHAT TIME IS IT IN NEW YORK?,help_condition
Are you human?,casual_botinfo
EXPLAIN PHOTOSYNTHESIS,info_general
How’s life?,casual_smalltalk
Tell me about gravity please,info_general
When were you made? please,casual_botinfo
"Hey, Do you think like a human?",casual_botinfo
Good afternoon!,casual_smalltalk
"Hey, There’s a fire!",help_emergency
Is it windy today?!,help_condition
I’ve been robbed!,help_emergency
WHAT IS NANOTECHNOLOGY?,info_general
locate a petrol station,help_location
"Hey, Who built you?",casual_botinfo
Can you tell me what you are?,casual_botinfo
Tell me about yourself,casual_botinfo
What time is it in New York?,help_condition
WHAT VERSION ARE YOU?,casual_botinfo
Explain photosynthesis,info_general
Can you tell me How’s it going??,casual_smalltalk
I’m lost! please,help_emergency
"Hey, What is the speed of light?",info_general
How does GPS work?!,info_general
Can you tell me How are you??,casual_smalltalk
Do you know your creator?!,casual_botinfo
"Hey, What are you doing?",casual_smalltalk
tell me about gravity,info_general
How does WiFi work? please,info_general
"Hey, How does a computer work?",info_general
Can you tell me Are you human??,casual_botinfo
Are you human? please,casual_botinfo
What day is it? please,help_condition
Show me the nearest police station,help_location
Show me nearby restaurants!,help_location
Why is the sky blue?,info_general
Can you tell me Are you updated??,casual_botinfo
"Hey, Find me a gas station",help_location
I’m bleeding!,help_emergency
Can you tell me I’m bleeding!?,help_emergency
good morning,casual_smalltalk
How does GPS work?!,info_general
Can you tell me Is it cold outside??,help_condition
What’s the temperature right now?,help_condition
What is quantum computing?!,info_general
"Hey, Do you know your creator?",casual_botinfo
"Hey, Long time no see",casual_smalltalk
HOW HAVE YOU BEEN?,casual_smalltalk
EMERGENCY! PLEASE HELP!,help_emergency
when were you made?,casual_botinfo
HEY THERE,casual_smalltalk
Can you tell me How have you been??,casual_smalltalk
I CAN’T BREATHE!,help_emergency
Explain relativity please,info_general
hey buddy,casual_smalltalk
TELL ME ABOUT GRAVITY,info_general
Are you human?,casual_botinfo
i’m in danger!,help_emergency
TELL ME ABOUT THE SOLAR SYSTEM,info_general
CALL EMERGENCY SERVICES!,help_emergency
How’s the weather outside?,help_condition
SHOW ME THE NEAREST POLICE STATION,help_location
Can you tell me Is it cold outside??,help_condition
what’s the weather today?,help_condition
"Can you tell me Please hurry, I need help!?",help_emergency
Nice to see you,casual_smalltalk
Hi!,casual_smalltalk
I can’t breathe!!,help_emergency
"Hey, Show me the nearest police station",help_location
Help! I’m hurt! please,help_emergency
What is blockchain? please,info_general
Can you tell me There’s been an accident!?,help_emergency
my house is on fire!,help_emergency
IS IT WINDY TODAY?,help_condition
Who’s your developer? please,casual_botinfo
When is sunrise?!,help_condition
Tell me the date,help_condition
What’s the forecast?!,help_condition
How does WiFi work?!,info_general
Sup? please,casual_smalltalk
do you know your creator?,casual_botinfo
Can you tell me Define machine learning?,info_general
what day is it?,help_condition
Sup?,casual_smalltalk
I’ve been robbed! please,help_emergency
Find a clinic near me please,help_location
Tell me about the solar system!,info_general
"Hey, Are you updated?",casual_botinfo
What day is it?!,help_condition
I’ve been robbed!,help_emergency
When were you made?!,casual_botinfo
"Hey, Are you real?",casual_botinfo
Who made you?!,casual_botinfo
I’VE BEEN ROBBED!,help_emergency
Is it windy today? please,help_condition
How have you been?,casual_smalltalk
"Hey, Define machine learning",info_general
Can you tell me What does AI mean??,info_general
Good morning!,casual_smalltalk
Can you tell me I think I’m having a heart attack!?,help_emergency
"Hey, Call an ambulance!",help_emergency
Is it windy today? please,help_condition
When were you made? please,casual_botinfo
i can’t breathe!,help_emergency
what version are you?,casual_botinfo
I’m lost!!,help_emergency
There’s a fire! please,help_emergency
What day is it? please,help_condition
"Hey, How does WiFi work?",info_general
show me the closest hotel,help_location
can you tell me what you are?,casual_botinfo
What time is it in New York?,help_condition
Where is the nearest hospital?,help_location
Who’s your developer?,casual_botinfo
Call the police!,help_emergency
"Please hurry, I need help!!",help_emergency
Find a restaurant near me!,help_location
help! i’m hurt!,help_emergency
HEY THERE,casual_smalltalk
what version are you?,casual_botinfo
What’s the weather today?!,help_condition
Howdy! please,casual_smalltalk
what can you do?,casual_botinfo
Can you tell me Call the police!?,help_emergency
"Hey, Define machine learning",info_general
"Hey, How’s the weather outside?",help_condition
Good evening!,casual_smalltalk
What’s up?,casual_smalltalk
"Hey, Find me a pharmacy",help_location
Sup?,casual_smalltalk
I’m lost! please,help_emergency
Who’s your developer? please,casual_botinfo
Can you tell me Locate the nearest post office?,help_location
Explain photosynthesis,info_general
"Hey, Where can I get groceries?",help_location
Can you tell me Call emergency services!?,help_emergency
"Hey, Is it cold outside?",help_condition
DO YOU THINK LIKE A HUMAN?,casual_botinfo
FIND A RESTAURANT NEAR ME,help_location
I’M IN DANGER!,help_emergency
who made you?,casual_botinfo
Show me nearby restaurants,help_location
show me the nearest police station,help_location
Locate the nearest ATM!,help_location
i think i’m having a heart attack!,help_emergency
How does GPS work?!,info_general
Tell me the date please,help_condition
"Hey, Where can I get food nearby?",help_location
Can you tell me Call the police!?,help_emergency
When is sunrise?!,help_condition
Can you tell me When were you made??,casual_botinfo
Tell me today’s date!,help_condition
"Hey, How are you?",casual_smalltalk
Can you tell me What is blockchain??,info_general
locate the nearest post office,help_location
Can you tell me What’s tomorrow’s weather??,help_condition
FIND A COFFEE SHOP NEAR ME,help_location
is it windy today?,help_condition
when were you made?,casual_botinfo
Howdy! please,casual_smalltalk
what are you doing?,casual_smalltalk
HOW DOES GPS WORK?,info_general
"Hey, What’s the temperature right now?",help_condition
what is the speed of light?,info_general
"Hey, What is blockchain?",info_general
"Hey, Long time no see",casual_smalltalk
help! i’m hurt!,help_emergency
When were you made?,casual_botinfo
Hi bot!,casual_smalltalk
How does a computer work?!,info_general
Can you tell me Tell me about the solar system?,info_general
Show me the closest hotel please,help_location
how’s it going?,casual_smalltalk
Where can I get groceries?,help_location
DO YOU KNOW YOUR CREATOR?,casual_botinfo
How does WiFi work?!,info_general
Can you tell me Long time no see?,casual_smalltalk
Yo!,casual_smalltalk
what time is it in new york?,help_condition
What are black holes? please,info_general
What’s the capital of Japan?,info_general
"Hey, Send help quickly!",help_emergency
"Hey, How are you?",casual_smalltalk
how does a computer work?,info_general
Can you tell me What day is it??,help_condition
Please help me!,help_emergency
ARE YOU REAL?,casual_botinfo
Tell me about yourself!,casual_botinfo
"Hey, What are you doing?",casual_smalltalk
"Please hurry, I need help!",help_emergency
"Hey, Nice to see you",casual_smalltalk
Yo!,casual_smalltalk
What language are you coded in?,casual_botinfo
Locate the nearest post office please,help_location
EMERGENCY! PLEASE HELP!,help_emergency
Can you tell me Where is the library??,help_location
FIND ME A GAS STATION,help_location
I’VE BEEN ROBBED!,help_emergency
long time no see,casual_smalltalk
Show me the nearest police station,help_location
"Hey, Where can I get groceries?",help_location
HI,casual_smalltalk
When is sunrise?!,help_condition
my house is on fire!,help_emergency
Tell me about the solar system,info_general
How does WiFi work? please,info_general
"Hey, How does GPS work?",info_general
"Hey, Where are you from?",casual_botinfo
Find me a pharmacy please,help_location
"Hey, Who made you?",casual_botinfo
What can you do?,casual_botinfo
"Hey, What’s the humidity?",help_condition
I’m in danger!!,help_emergency
is it hot today?,help_condition
Can you tell me Can you tell me what you are??,casual_botinfo
what does ai mean?,info_general
how does wifi work?,info_general
where can i get groceries?,help_location
WHAT IS CLIMATE CHANGE?,info_general
What’s the local time in Tokyo? please,help_condition
Hey you!,casual_smalltalk
What time is sunset?,help_condition
"Hey, Where is the nearest hospital?",help_location
Do you think like a human? please,casual_botinfo
Are you a chatbot? please,casual_botinfo
is it cold outside?,help_condition
Hey buddy,casual_smalltalk
what’s the temperature right now?,help_condition
Where is the train station?,help_location
Call an ambulance! please,help_emergency
"Hey, What is the speed of light?",info_general
Do you know your creator?,casual_botinfo
Who programmed you?,casual_botinfo
Can you tell me Hey you?,casual_smalltalk
I’m in danger! please,help_emergency
"Hey, Call an ambulance!",help_emergency
Where is the nearest hospital?!,help_location
"Hey, Locate the nearest post office",help_location
Where can I get groceries?!,help_location
"Hey, What’s tomorrow’s weather?",help_condition
Can you tell me I think I’m having a heart attack!?,help_emergency
What season is it? please,help_condition
where’s the nearest bank?,help_location
Locate the nearest post office!,help_location
ARE YOU UPDATED?,casual_botinfo
are you human?,casual_botinfo
CALL EMERGENCY SERVICES!,help_emergency
"Hey, Who created you?",casual_botinfo
"Hey, Locate the nearest ATM",help_location
Locate a petrol station please,help_location
Can you tell me Call an ambulance!?,help_emergency
Can you tell me Someone is following me!?,help_emergency
Are you AI?!,casual_botinfo
find me a pharmacy,help_location
i’m bleeding!,help_emergency
Is it hot today? please,help_condition
There’s a fire!,help_emergency
What time is it?!,help_condition
WHAT LANGUAGE ARE YOU CODED IN?,casual_botinfo
WHAT CAN YOU DO?,casual_botinfo
Show me the nearest police station,help_location
HOW’S LIFE?,casual_smalltalk
I need medical assistance!!,help_emergency
Can you tell me Show me nearby restaurants?,help_location
Call the police! please,help_emergency
Long time no see!,casual_smalltalk
I’m in danger!,help_emergency
What can you do? please,casual_botinfo
What time is it?,help_condition
Can you tell me what you are?,casual_botinfo
ARE YOU AI?,casual_botinfo
Long time no see,casual_smalltalk
Nice to see you!,casual_smalltalk
Can you tell me Long time no see?,casual_smalltalk
CALL THE POLICE!,help_emergency
"Hey, How have you been?",casual_smalltalk
"Hey, Are you a chatbot?",casual_botinfo
Find a clinic near me please,help_location
WHAT’S UP?,casual_smalltalk
WHY IS THE SKY BLUE?,info_general
Howdy! please,casual_smalltalk
How’s life? please,casual_smalltalk
Can you tell me Call emergency services!?,help_emergency
who invented electricity?,info_general
What’s tomorrow’s weather? please,help_condition
Good afternoon!,casual_smalltalk
Can you tell me When were you made??,casual_botinfo
What’s the temperature right now?!,help_condition
WHAT DAY IS IT?,help_condition
Emergency! Please help! please,help_emergency
"Hey, Call the police!",help_emergency
"Hey, Do you know your creator?",casual_botinfo
WHAT CAN YOU DO?,casual_botinfo
Can you tell me What is nanotechnology??,info_general
Do you have a name? please,casual_botinfo
Where can I get groceries? please,help_location
"Hey, Hey there",casual_smalltalk
PLEASE HELP ME!,help_emergency
Locate the nearest post office,help_location
SEND HELP QUICKLY!,help_emergency
Where is the nearest hospital?!,help_location
WHAT ARE YOU DOING?,casual_smalltalk
I’M BLEEDING!,help_emergency
Please help me!!,help_emergency
Can you tell me Hi bot?,casual_smalltalk
Can you tell me Where are you from??,casual_botinfo
what’s up?,casual_smalltalk
Can you tell me Locate the nearest post office?,help_location
are you a chatbot?,casual_botinfo
Can you tell me I’m in danger!?,help_emergency
what’s tomorrow’s weather?,help_condition
How does a computer work?!,info_general
EXPLAIN PHOTOSYNTHESIS,info_general
Tell me about yourself,casual_botinfo
What’s up? please,casual_smalltalk
"Hey, Find a restaurant near me",help_location
Find a clinic near me,help_location
who’s your developer?,casual_botinfo
"Hey, Define machine learning",info_general
Tell me today’s date,help_condition
Where can I get groceries?!,help_location
when were you made?,casual_botinfo
HEY BUDDY,casual_smalltalk
How does WiFi work? please,info_general
Who is the president of France? please,info_general
My house is on fire!!,help_emergency
What are black holes? please,info_general
What can you do? please,casual_botinfo
define machine learning,info_general
Who programmed you?!,casual_botinfo
Can you tell me What are you doing??,casual_smalltalk
"Hey, Hey buddy",casual_smalltalk
SHOW ME THE NEAREST POLICE STATION,help_location
Do you think like a human?!,casual_botinfo
i’m bleeding!,help_emergency
Call emergency services! please,help_emergency
Show me the nearest police station!,help_location
"Hey, Explain photosynthesis",info_general
Can you tell me Hey you?,casual_smalltalk
HEY BUDDY,casual_smalltalk
DEFINE MACHINE LEARNING,info_general
Show me nearby restaurants!,help_location
What’s up? please,casual_smalltalk
"Hey, How does WiFi work?",info_general
Good evening!,casual_smalltalk
WHERE’S THE NEAREST BANK?,help_location
is it windy today?,help_condition
"Hey, Who created you?",casual_botinfo
My house is on fire!!,help_emergency
are you ai?,casual_botinfo
Can you tell me What are you doing??,casual_smalltalk
What day is it?,help_condition
TELL ME THE DATE,help_condition
Is it cold outside? please,help_condition
Where is the nearest hospital? please,help_location
CALL AN AMBULANCE!,help_emergency
Can you tell me How have you been??,casual_smalltalk
Explain photosynthesis!,info_general
What time is it?,help_condition
"Hey, Sup?",casual_smalltalk
find a clinic near me,help_location
Call an ambulance! please,help_emergency
How have you been? please,casual_smalltalk
Someone’s breaking in!,help_emergency
Where can I find a doctor?!,help_location
What season is it?!,help_condition
please help me!,help_emergency
Where can I get food nearby?,help_location
How have you been? please,casual_smalltalk
"Hey, I’m bleeding!",help_emergency
Can you tell me Who’s your developer??,casual_botinfo
How are you? please,casual_smalltalk
Are you updated?,casual_botinfo
Can you tell me Who created you??,casual_botinfo
WHAT DOES AI MEAN?,info_general
Hey you!,casual_smalltalk
what does ai mean?,info_general
What is climate change?!,info_general
how does wifi work?,info_general
"Hey, Where can I get food nearby?",help_location
IS IT WINDY TODAY?,help_condition
WHERE ARE YOU FROM?,casual_botinfo
What version are you?!,casual_botinfo
Hi bot,casual_smalltalk
how are you?,casual_smalltalk
"Hey, Who’s your developer?",casual_botinfo
Can you tell me What’s the temperature right now??,help_condition
What are black holes?!,info_general
Find a coffee shop near me,help_location
Who’s your developer?,casual_botinfo
Are you updated? please,casual_botinfo
are you ai?,casual_botinfo
CAN YOU TELL ME WHAT YOU ARE?,casual_botinfo
do you think like a human?,casual_botinfo
Can you tell me Where is the train station??,help_location
Can you tell me Is it hot today??,help_condition
WHAT’S THE HUMIDITY?,help_condition
"Hey, Call the police!",help_emergency
"Hey, My house is on fire!",help_emergency
What does AI mean?!,info_general
howdy!,casual_smalltalk
What are black holes?!,info_general
Show me the closest hotel!,help_location
"Hey, When is sunrise?",help_condition
Locate the nearest ATM,help_location
"Hey, Find me a gas station",help_location
what time is sunset?,help_condition
Where is the nearest hospital? please,help_location
Where can I find a doctor? please,help_location
how does a computer work?,info_general
Are you real? please,casual_botinfo
FIND A COFFEE SHOP NEAR ME,help_location
Good afternoon please,casual_smalltalk
Show me the nearest police station,help_location
What can you do? please,casual_botinfo
Tell me the date please,help_condition
"Hey, Yo!",casual_smalltalk
Can you tell me Hey buddy?,casual_smalltalk
Can you tell me Do you think like a human??,casual_botinfo
ARE YOU A CHATBOT?,casual_botinfo
What’s the forecast?!,help_condition
i’m in danger!,help_emergency
What time is sunset? please,help_condition
Someone is following me!!,help_emergency
Can you tell me Call an ambulance!?,help_emergency
How are you?!,casual_smalltalk
Can you tell me Explain photosynthesis?,info_general
find a restaurant near me,help_location
Define machine learning,info_general
What’s the forecast?,help_condition
Define machine learning,info_general
WHAT TIME IS IT?,help_condition
LONG TIME NO SEE,casual_smalltalk
HOWDY!,casual_smalltalk
"Please hurry, I need help!",help_emergency
Who is the president of France?,info_general
"Hey, What’s the temperature right now?",help_condition
locate a park nearby,help_location
Can you tell me What is climate change??,info_general
"Hey, How does GPS work?",info_general
WHERE’S THE BUS STOP?,help_location
Tell me today’s date please,help_condition
Explain photosynthesis,info_general
yo!,casual_smalltalk
where is the nearest hospital?,help_location
WHERE’S THE NEAREST BANK?,help_location
What is the speed of light?!,info_general
"Hey, Locate a petrol station",help_location
Can you tell me Sup??,casual_smalltalk
is it snowing?,help_condition
emergency! please help!,help_emergency
"Hey, Find me a gas station",help_location
"please hurry, i need help!",help_emergency
What’s the temperature right now?!,help_condition
"Hey, What time is it in New York?",help_condition
show me the closest hotel,help_location
do you think like a human?,casual_botinfo
are you a chatbot?,casual_botinfo
Tell me today’s date,help_condition
Can you tell me Who made you??,casual_botinfo
Do you have a name?!,casual_botinfo
"Hey, Define machine learning",info_general
Is it hot today? please,help_condition
Can you tell me I’m in danger!?,help_emergency
WHERE’S THE BUS STOP?,help_location
How’s the weather outside?!,help_condition
What can you do?!,casual_botinfo
who created you?,casual_botinfo
Can you tell me Find me a gas station?,help_location
where can i find a doctor?,help_location
Can you tell me Find a coffee shop near me?,help_location
"Hey, Hi bot",casual_smalltalk
Can you tell me Are you human??,casual_botinfo
What is climate change?,info_general
help! i’m hurt!,help_emergency
SHOW ME NEARBY RESTAURANTS,help_location
good morning,casual_smalltalk
I’M BLEEDING!,help_emergency
Call an ambulance!!,help_emergency
Can you tell me Find me a pharmacy?,help_location
"Please hurry, I need help! please",help_emergency
My house is on fire!,help_emergency
What day is it?!,help_condition
show me the closest hotel,help_location
Can you tell me Find me a gas station?,help_location
My house is on fire!!,help_emergency
What’s the forecast?,help_condition
Good evening,casual_smalltalk
what’s the humidity?,help_condition
Do you know your creator? please,casual_botinfo
Can you tell me I need medical assistance!?,help_emergency
help! i’m hurt!,help_emergency
What’s up?!,casual_smalltalk
good morning,casual_smalltalk
"Hey, Are you real?",casual_botinfo
Who’s your developer?!,casual_botinfo
Send help quickly! please,help_emergency
"Hey, What are black holes?",info_general
How’s the weather outside?!,help_condition
What season is it?,help_condition
Where are you from? please,casual_botinfo
Do you know your creator?!,casual_botinfo
Can you tell me Tell me about yourself?,casual_botinfo
CALL EMERGENCY SERVICES!,help_emergency
"Hey, Send help quickly!",help_emergency
i can’t breathe!,help_emergency
I’ve been robbed!,help_emergency
Is it snowing?!,help_condition
When is sunrise? please,help_condition
Can you tell me Where is the nearest hospital??,help_location
What is quantum computing? please,info_general
Is it going to rain today?,help_condition
what language are you coded in?,casual_botinfo
what language are you coded in?,casual_botinfo
Hey there please,casual_smalltalk
there’s been an accident!,help_emergency
Hello! please,casual_smalltalk
Are you AI?!,casual_botinfo
WHAT’S THE HUMIDITY?,help_condition
"Please hurry, I need help!",help_emergency
WHAT VERSION ARE YOU?,casual_botinfo
Emergency! Please help! please,help_emergency
TELL ME TODAY’S DATE,help_condition
"Hey, What’s the weather today?",help_condition
Please help me!,help_emergency
long time no see,casual_smalltalk
"Hey, Where can I get food nearby?",help_location
What is blockchain?!,info_general
Who programmed you?!,casual_botinfo
WHAT TIME IS IT IN NEW YORK?,help_condition
Can you tell me How does WiFi work??,info_general
yo!,casual_smalltalk
When did the internet start?,info_general
TELL ME TODAY’S DATE,help_condition
What day is it?,help_condition
Where is the train station?!,help_location
WHAT IS BLOCKCHAIN?,info_general
Are you a chatbot?!,casual_botinfo
WHAT DOES AI MEAN?,info_general
Can you tell me Tell me about yourself?,casual_botinfo
What are you doing?!,casual_smalltalk
How does a computer work?!,info_general
I’m bleeding!,help_emergency
"Hey, Where can I get groceries?",help_location
"Hey, Where can I get groceries?",help_location
Can you tell me Who made you??,casual_botinfo
"Hey, Find a coffee shop near me",help_location
Are you AI?!,casual_botinfo
I’ve been robbed!!,help_emergency
FIND A RESTAURANT NEAR ME,help_location
Define machine learning!,info_general
"Hey, Where are you from?",casual_botinfo
Where can I find a doctor? please,help_location
howdy!,casual_smalltalk
What season is it? please,help_condition
What are black holes?!,info_general
What are black holes?!,info_general
I’m lost!!,help_emergency
FIND A COFFEE SHOP NEAR ME,help_location
There’s been an accident!,help_emergency
Howdy!,casual_smalltalk
WHO’S YOUR DEVELOPER?,casual_botinfo
Please help me! please,help_emergency
Tell me about the solar system,info_general
"Hey, Tell me about gravity",info_general
HOW’S LIFE?,casual_smalltalk
Call an ambulance!,help_emergency
Can you tell me Where can I get food nearby??,help_location
Hi please,casual_smalltalk
Are you AI? please,casual_botinfo
WHAT ARE BLACK HOLES?,info_general
How are you?,casual_smalltalk
Can you tell me Is it going to rain today??,help_condition
Can you tell me Find a coffee shop near me?,help_location
"Hey, Please help me!",help_emergency
who made you?,casual_botinfo
Can you tell me Locate a petrol station?,help_location
Can you tell me Howdy!?,casual_smalltalk
Hello!,casual_smalltalk
Locate the nearest ATM,help_location
How are you?,casual_smalltalk
Someone’s breaking in!,help_emergency
Where’s the nearest bank?!,help_location
Can you tell me Who programmed you??,casual_botinfo
Where is the train station?!,help_location
Is it going to rain today?!,help_condition
call an ambulance!,help_emergency
"Hey, Sup?",casual_smalltalk
How’s the weather outside?!,help_condition
I NEED MEDICAL ASSISTANCE!,help_emergency
CALL THE POLICE!,help_emergency
Can you tell me Send help quickly!?,help_emergency
WHAT ARE BLACK HOLES?,info_general
Is it windy today?,help_condition
what’s tomorrow’s weather?,help_condition
how does wifi work?,info_general
"Hey, Someone’s breaking in!",help_emergency
What is the speed of light?!,info_general
What is quantum computing? please,info_general
Is it snowing?,help_condition
Can you tell me Call an ambulance!?,help_emergency
how are you?,casual_smalltalk
when is sunrise?,help_condition
I’ve been robbed! please,help_emergency
Can you tell me Is it going to rain today??,help_condition
Nice to see you please,casual_smalltalk
Can you tell me Is it snowing??,help_condition
SHOW ME THE NEAREST POLICE STATION,help_location
are you updated?,casual_botinfo
Is it windy today?!,help_condition
can you tell me what you are?,casual_botinfo
What are black holes? please,info_general
Can you tell me How have you been??,casual_smalltalk
Who made you?,casual_botinfo
show me nearby restaurants,help_location
who invented electricity?,info_general
Tell me about yourself!,casual_botinfo
When were you made? please,casual_botinfo
ARE YOU REAL?,casual_botinfo
Find a clinic near me,help_location
I’ve been robbed!,help_emergency
"Hey, Who programmed you?",casual_botinfo
Can you tell me Find a coffee shop near me?,help_location
TELL ME THE DATE,help_condition
Tell me the date!,help_condition
How does GPS work?!,info_general
Find me a pharmacy please,help_location
"Please hurry, I need help! please",help_emergency
What’s the capital of Japan? please,info_general
Help! I’m hurt!,help_emergency
What’s tomorrow’s weather? please,help_condition
DO YOU KNOW YOUR CREATOR?,casual_botinfo
Tell me about yourself please,casual_botinfo
FIND A COFFEE SHOP NEAR ME,help_location
hey there,casual_smalltalk
who invented electricity?,info_general
Someone is following me! please,help_emergency
"Hey, What’s the humidity?",help_condition
Someone’s breaking in!,help_emergency
Good evening!,casual_smalltalk
Long time no see!,casual_smalltalk
Are you real?,casual_botinfo
My house is on fire!,help_emergency
define machine learning,info_general
who’s your developer?,casual_botinfo
"Hey, I think I’m having a heart attack!",help_emergency
What can you do?,casual_botinfo
Where can I get food nearby?,help_location
What time is it in New York?!,help_condition
Who’s your developer?,casual_botinfo
Where is the train station? please,help_location
What is the speed of light? please,info_general
hi,casual_smalltalk
"Hey, Where is the nearest hospital?",help_location
"Hey, Good afternoon",casual_smalltalk
WHERE IS THE NEAREST HOSPITAL?,help_location
Can you tell me Hey there?,casual_smalltalk
Can you tell me what you are? please,casual_botinfo
Can you tell me Who built you??,casual_botinfo
"Hey, Call the police!",help_emergency
what is blockchain?,info_general
show me nearby restaurants,help_location
who invented electricity?,info_general
Emergency! Please help!!,help_emergency
"Hey, What time is it?",help_condition
"Hey, What is nanotechnology?",info_general
I NEED MEDICAL ASSISTANCE!,help_emergency
sup?,casual_smalltalk
"Hey, Send help quickly!",help_emergency
Where is the library?!,help_location
Can you tell me What day is it??,help_condition
How’s the weather outside?!,help_condition
TELL ME TODAY’S DATE,help_condition
What is climate change?,info_general
"Can you tell me Please hurry, I need help!?",help_emergency
please help me!,help_emergency
How are you?,casual_smalltalk
Can you tell me Are you real??,casual_botinfo
Can you tell me What language are you coded in??,casual_botinfo
I’m bleeding! please,help_emergency
"Hey, What time is sunset?",help_condition
what is nanotechnology?,info_general
i’m bleeding!,help_emergency
"Hey, Why is the sky blue?",info_general
I’m bleeding!,help_emergency
When did the internet start?!,info_general
what day is it?,help_condition
Find a clinic near me please,help_location
HOW’S THE WEATHER OUTSIDE?,help_condition
tell me about the solar system,info_general
Good evening please,casual_smalltalk
When is sunrise? please,help_condition
Can you tell me Call an ambulance!?,help_emergency
WHAT’S THE WEATHER TODAY?,help_condition
who created you?,casual_botinfo
What is quantum computing? please,info_general
What’s the capital of Japan?,info_general
"Hey, What’s the temperature right now?",help_condition
Emergency! Please help! please,help_emergency
Find me a pharmacy,help_location
What’s the local time in Tokyo?,help_condition
Can you tell me Who programmed you??,casual_botinfo
Help! I’m hurt!!,help_emergency
Where is the train station?,help_location
What is quantum computing?!,info_general
"Hey, How does WiFi work?",info_general
"Hey, Are you human?",casual_botinfo
good evening,casual_smalltalk
I think I’m having a heart attack!!,help_emergency
please help me!,help_emergency
Are you real?!,casual_botinfo
Can you tell me Tell me the date?,help_condition
I’m lost!,help_emergency
Show me nearby restaurants please,help_location
What’s the temperature right now?!,help_condition
Can you tell me Hey there?,casual_smalltalk
Can you tell me How have you been??,casual_smalltalk
Can you tell me How’s life??,casual_smalltalk
call the police!,help_emergency
Good morning,casual_smalltalk
SHOW ME NEARBY RESTAURANTS,help_location
Find a clinic near me,help_location
"Hey, What’s the humidity?",help_condition
Can you tell me What’s the local time in Tokyo??,help_condition
Can you tell me I’ve been robbed!?,help_emergency
How’s life? please,casual_smalltalk
Can you tell me What’s the humidity??,help_condition
SHOW ME NEARBY RESTAURANTS,help_location
LOCATE THE NEAREST POST OFFICE,help_location
Show me the nearest police station please,help_location
Can you tell me Who is the president of France??,info_general
Hey there please,casual_smalltalk
Can you tell me Call emergency services!?,help_emergency
Where’s the nearest bank? please,help_location
CALL EMERGENCY SERVICES!,help_emergency
what is the speed of light?,info_general
GOOD EVENING,casual_smalltalk
IS IT WINDY TODAY?,help_condition
What does AI mean?!,info_general
"Hey, What time is it in New York?",help_condition
"Hey, What is climate change?",info_general
Can you tell me Show me the nearest police station?,help_location
Can you tell me What time is it in New York??,help_condition
Can you tell me Who is the president of France??,info_general
Can you tell me Who is the president of France??,info_general
I’ve been robbed!,help_emergency
Can you tell me There’s a fire!?,help_emergency
locate the nearest atm,help_location
WHAT TIME IS IT?,help_condition
What time is it? please,help_condition
"Hey, Call emergency services!",help_emergency
FIND ME A PHARMACY,help_location
Can you tell me How does a computer work??,info_general
SOMEONE IS FOLLOWING ME!,help_emergency
Can you tell me What’s the temperature right now??,help_condition
"Hey, What’s up?",casual_smalltalk
Do you think like a human?,casual_botinfo
Do you know your creator?,casual_botinfo
Can you tell me How’s the weather outside??,help_condition
what time is sunset?,help_condition
Can you tell me Yo!?,casual_smalltalk
Who’s your developer? please,casual_botinfo
"please hurry, i need help!",help_emergency
Can you tell me Who invented electricity??,info_general
"Hey, Locate a petrol station",help_location
Who is the president of France?!,info_general
What season is it?,help_condition
Can you tell me Someone’s breaking in!?,help_emergency
Tell me about yourself,casual_botinfo
GOOD AFTERNOON,casual_smalltalk
Are you updated?!,casual_botinfo
please help me!,help_emergency
Can you tell me Who programmed you??,casual_botinfo
Good evening,casual_smalltalk
Can you tell me Long time no see?,casual_smalltalk
"Hey, Tell me about yourself",casual_botinfo
Where is the library?!,help_location
there’s been an accident!,help_emergency
"Hey, What does AI mean?",info_general
are you real?,casual_botinfo
"Hey, What is the speed of light?",info_general
Call an ambulance!!,help_emergency
HI BOT,casual_smalltalk
HI,casual_smalltalk
"Hey, Find a clinic near me",help_location
DO YOU KNOW YOUR CREATOR?,casual_botinfo
Where can I get groceries?!,help_location
Who is the president of France?!,info_general
